gnm	7	102
neg	103	146
gnm	147	269
pos	270	319
gnm	320	382
pos	383	419
gnm	420	511
pos	512	581
gnm	582	675
pos	676	741
gnm	742	1131
pos	1132	1163
gnm	1164	1287
neg	1288	1404
gnm	1405	1597
pos	1598	1653
gnm	1654	1781
neg	1782	1947
gnm	1948	2058
neg	2059	2137
gnm	2138	2267
pos	2268	2418
gnm	2419	2432
pos	2433	2451
gnm	2452	2630
pos	2631	2716
gnm	2717	2809
neg	2810	2899
gnm	2900	2981
neg	2982	3128
gnm	3129	3408
pos	3409	3546
gnm	3547	3853
neg	3854	3890
gnm	3891	4048
pos	4049	4105
gnm	4106	4154
pos	4155	4200
gnm	4201	4677
neg	4678	4761
gnm	4762	4930
pos	4931	4958
gnm	4959	5338
pos	5339	5363
gnm	5364	5392
pos	5393	5469
gnm	5470	6393
pos	6394	6463
gnm	6464	6579
neg	6580	6670
gnm	6671	6769
neg	6770	6831
gnm	6832	6937
pos	6938	7035
gnm	7036	7209
pos	7210	7278
gnm	7279	7491
neg	7492	7580
gnm	7581	7587
neg	7588	7822
gnm	7823	7856
pos	7857	7975
gnm	7976	7987
pos	7988	8018
gnm	8019	8126
neg	8127	8184
gnm	8185	8218
pos	8219	8400
gnm	8401	8497
neg	8498	8542
gnm	8543	8590
pos	8591	8807
gnm	8808	8874
neg	8875	9004
gnm	9005	9105
neg	9106	9475
gnm	9476	9817
neg	9818	10049
gnm	10050	10068
neg	10069	10107
gnm	10108	10413
pos	10414	10463
gnm	10464	10559
pos	10560	10699
gnm	10700	10830
pos	10831	10910
gnm	10911	11038
pos	11039	11147
gnm	11148	11301
neg	11302	11332
gnm	11333	11950
neg	11951	11986
gnm	11987	12146
pos	12147	12174
gnm	12175	12264
neg	12265	12337
gnm	12338	12463
neg	12464	12528
gnm	12529	12540
pos	12541	12563
gnm	12564	12880
pos	12881	13009
gnm	13010	13228
neg	13229	13303
gnm	13304	13381
pos	13382	13482
gnm	13483	13673
pos	13674	13755
gnm	13756	13969
pos	13970	14039
gnm	14040	14066
pos	14067	14079
gnm	14080	14186
neg	14187	14252
gnm	14253	14274
pos	14275	14325
gnm	14326	14382
pos	14383	14495
gnm	14496	14537
pos	14538	14615
gnm	14616	14647
neg	14648	14759
gnm	14760	14849
pos	14850	14934
gnm	14935	14950
pos	14951	15010
gnm	15011	15070
neg	15071	15230
gnm	15231	15286
neg	15287	15352
gnm	15353	15736
neg	15737	15824
gnm	15825	15843
neg	15844	15850
gnm	15851	15905
neg	15906	16104
gnm	16105	16226
pos	16227	16386
gnm	16387	16489
neg	16490	16597
gnm	16598	16829
pos	16830	16856
gnm	16857	16895
neg	16896	16938
gnm	16939	17013
neg	17014	17100
gnm	17101	17480
pos	17481	17528
gnm	17529	17664
pos	17665	17704
gnm	17705	17799
pos	17800	17833
gnm	17834	17949
neg	17950	18024
gnm	18025	18167
neg	18168	18295
gnm	18296	18594
pos	18595	18636
gnm	18637	18668
pos	18669	18753
gnm	18754	18886
pos	18887	18961
gnm	18962	19028
neg	19029	19065
gnm	19066	19238
pos	19239	19269
gnm	19270	19379
pos	19380	19402
gnm	19403	19635
pos	19636	19750
gnm	19751	19967
pos	19968	20232
gnm	20233	20444
pos	20445	20482
gnm	20483	20487
pos	20488	20520
gnm	20521	20529
pos	20530	20627
gnm	20628	20647
pos	20648	20660
gnm	20661	20763
neg	20764	21028
gnm	21029	21054
pos	21055	21101
gnm	21102	21258
neg	21259	21317
gnm	21318	21780
neg	21781	21861
gnm	21862	21910
neg	21911	22076
gnm	22077	22152
pos	22153	22251
gnm	22252	22255
neg	22256	22322
gnm	22323	22348
neg	22349	22388
gnm	22389	22407
pos	22408	22530
gnm	22531	22748
neg	22749	22820
gnm	22821	22844
pos	22845	22935
gnm	22936	23527
neg	23528	23568
gnm	23569	23640
neg	23641	23696
gnm	23697	23836
pos	23837	23949
gnm	23950	24105
neg	24106	24171
gnm	24172	24284
neg	24285	24415
gnm	24416	24591
pos	24592	24669
gnm	24670	24692
pos	24693	24839
gnm	24840	25016
neg	25017	25148
gnm	25149	25152
neg	25153	25177
gnm	25178	25239
neg	25240	25286
gnm	25287	25382
pos	25383	25495
gnm	25496	25562
neg	25563	25888
gnm	25889	25972
neg	25973	26046
gnm	26047	26264
pos	26265	26364
gnm	26365	26395
pos	26396	26591
gnm	26592	26688
pos	26689	26725
gnm	26726	27333
pos	27334	27409
gnm	27410	27647
neg	27648	27919
gnm	27920	28135
pos	28136	28192
gnm	28193	28387
neg	28388	28508
gnm	28509	28612
pos	28613	28668
gnm	28669	28866
pos	28867	28924
gnm	28925	29178
neg	29179	29273
gnm	29274	29429
neg	29430	29454
gnm	29455	29604
pos	29605	29676
gnm	29677	29834
neg	29835	29912
gnm	29913	30289
neg	30290	30419
gnm	30420	30520
pos	30521	30566
gnm	30567	30573
pos	30574	30588
gnm	30589	30732
pos	30733	30799
gnm	30800	30988
pos	30989	31013
gnm	31014	31073
pos	31074	31171
gnm	31172	31293
pos	31294	31387
gnm	31388	31443
neg	31444	31589
gnm	31590	31752
pos	31753	31888
gnm	31889	31920
neg	31921	32018
gnm	32019	32519
pos	32520	32588
gnm	32589	32658
neg	32659	32894
gnm	32895	32964
neg	32965	33081
gnm	33082	33125
neg	33126	33353
gnm	33354	33409
pos	33410	33467
gnm	33468	33480
pos	33481	33515
gnm	33516	33537
neg	33538	33615
gnm	33616	33656
neg	33657	33715
gnm	33716	34088
pos	34089	34208
gnm	34209	34444
neg	34445	34468
gnm	34469	34584
neg	34585	34631
gnm	34632	34726
pos	34727	34748
gnm	34749	34907
pos	34908	34980
gnm	34981	35110
neg	35111	35176
gnm	35177	35206
pos	35207	35279
gnm	35280	35284
pos	35285	35347
gnm	35348	35353
pos	35354	35400
gnm	35401	35726
pos	35727	35780
gnm	35781	35795
pos	35796	35846
gnm	35847	35950
neg	35951	36029
gnm	36030	36110
pos	36111	36249
gnm	36250	36278
pos	36279	36304
gnm	36305	36770
pos	36771	36829
gnm	36830	37038
pos	37039	37085
gnm	37086	37194
pos	37195	37256
gnm	37257	37549
pos	37550	37754
gnm	37755	37907
neg	37908	38094
gnm	38095	38163
neg	38164	38266
gnm	38267	38369
pos	38370	38427
gnm	38428	38608
neg	38609	38756
gnm	38757	39116
neg	39117	39206
gnm	39207	39549
pos	39550	39628
gnm	39629	39780
neg	39781	39909
gnm	39910	40132
pos	40133	40183
gnm	40184	40272
pos	40273	40332
gnm	40333	40352
neg	40353	40480
gnm	40481	40797
neg	40798	40873
gnm	40874	41178
neg	41179	41331
gnm	41332	41845
pos	41846	41969
gnm	41970	42167
pos	42168	42224
gnm	42225	42280
pos	42281	42387
gnm	42388	42468
neg	42469	42546
gnm	42547	42560
pos	42561	42583
gnm	42584	42601
pos	42602	42661
gnm	42662	42696
neg	42697	42754
gnm	42755	42830
pos	42831	42970
gnm	42971	42977
pos	42978	43096
gnm	43097	43148
neg	43149	43194
gnm	43195	43294
pos	43295	43440
gnm	43441	43456
pos	43457	43485
gnm	43486	43552
neg	43553	43579
gnm	43580	43585
neg	43586	43665
gnm	43666	43684
pos	43685	43709
gnm	43710	43834
neg	43835	43904
gnm	43905	44089
pos	44090	44135
gnm	44136	44217
pos	44218	44258
gnm	44259	44400
pos	44401	44473
gnm	44474	44592
pos	44593	44665
gnm	44666	44799
neg	44800	44848
gnm	44849	44921
neg	44922	45080
gnm	45081	45162
pos	45163	45236
gnm	45237	45319
pos	45320	45392
gnm	45393	46670
pos	46671	46768
gnm	46769	46920
pos	46921	46956
gnm	46957	46975
pos	46976	47018
gnm	47019	47115
pos	47116	47256
gnm	47257	47347
neg	47348	47458
gnm	47459	47555
neg	47556	47666
gnm	47667	47747
pos	47748	47796
gnm	47797	48037
neg	48038	48086
gnm	48087	48195
pos	48196	48448
gnm	48449	48523
pos	48524	48565
gnm	48566	48583
pos	48584	48600
gnm	48601	48619
pos	48620	48686
gnm	48687	48713
pos	48714	48802
gnm	48803	48816
neg	48817	48907
gnm	48908	49001
neg	49002	49160
gnm	49161	49357
pos	49358	49441
gnm	49442	49457
neg	49458	49528
gnm	49529	49731
pos	49732	49853
gnm	49854	49860
pos	49861	49871
gnm	49872	49918
neg	49919	49953
gnm	49954	49993
pos	49994	50127
gnm	50128	50141
pos	50142	50160
gnm	50161	50325
neg	50326	50380
gnm	50381	50479
pos	50480	50523
gnm	50524	50743
neg	50744	50824
gnm	50825	50939
pos	50940	51103
gnm	51104	51208
neg	51209	51281
gnm	51282	51296
pos	51297	51311
gnm	51312	51971
neg	51972	52053
gnm	52054	52166
neg	52167	52286
gnm	52287	52383
neg	52384	52479
gnm	52480	52807
pos	52808	52854
gnm	52855	52875
pos	52876	52923
gnm	52924	53157
pos	53158	53210
gnm	53211	53555
pos	53556	53674
gnm	53675	53881
pos	53882	53927
gnm	53928	54026
pos	54027	54073
gnm	54074	54190
pos	54191	54217
gnm	54218	54286
pos	54287	54353
gnm	54354	54480
neg	54481	54564
gnm	54565	54639
neg	54640	54817
gnm	54818	55003
neg	55004	55154
gnm	55155	55486
pos	55487	55538
gnm	55539	55638
neg	55639	55886
gnm	55887	55990
neg	55991	56210
gnm	56211	56266
pos	56267	56287
gnm	56288	56340
neg	56341	56509
gnm	56510	56610
pos	56611	56644
