neg	6	70
gnm	71	268
pos	269	319
gnm	320	380
pos	381	419
gnm	420	511
pos	512	574
gnm	575	675
pos	676	741
gnm	742	1286
neg	1287	1409
gnm	1410	1598
pos	1599	1653
gnm	1654	1787
pos	1788	2010
gnm	2011	2058
neg	2059	2138
gnm	2139	2266
pos	2267	2452
gnm	2453	2646
pos	2647	2757
gnm	2758	2809
neg	2810	2899
gnm	2900	2968
pos	2969	3126
gnm	3127	3407
pos	3408	3556
gnm	3557	4047
pos	4048	4199
gnm	4200	4677
neg	4678	4760
gnm	4761	5313
pos	5314	5468
gnm	5469	6241
neg	6242	6325
gnm	6326	6392
pos	6393	6464
gnm	6465	6583
neg	6584	6670
gnm	6671	6767
neg	6768	7035
gnm	7036	7208
pos	7209	7278
gnm	7279	7454
neg	7455	7823
gnm	7824	7856
pos	7857	8019
gnm	8020	8216
pos	8217	8542
gnm	8543	8588
pos	8589	8807
gnm	8808	8874
neg	8875	9004
gnm	9005	9104
pos	9105	9346
gnm	9347	9376
neg	9377	9475
gnm	9476	9817
neg	9818	10151
gnm	10152	10316
neg	10317	10476
gnm	10477	10557
pos	10558	10699
gnm	10700	10832
pos	10833	10909
gnm	10910	11038
pos	11039	11151
gnm	11152	11949
neg	11950	11984
gnm	11985	12147
pos	12148	12174
gnm	12175	12264
neg	12265	12338
gnm	12339	12464
pos	12465	12562
gnm	12563	12882
pos	12883	13029
gnm	13030	13229
neg	13230	13302
gnm	13303	13381
pos	13382	13481
gnm	13482	13508
neg	13509	13625
gnm	13626	13672
pos	13673	13755
gnm	13756	13948
pos	13949	14076
gnm	14077	14186
pos	14187	14487
gnm	14488	14534
pos	14535	14615
gnm	14616	14647
neg	14648	14758
gnm	14759	14794
pos	14795	15253
gnm	15254	15286
pos	15287	15352
gnm	15353	15733
neg	15734	15850
gnm	15851	15905
neg	15906	16199
gnm	16200	16228
pos	16229	16387
gnm	16388	16488
neg	16489	16611
gnm	16612	16817
pos	16818	16856
gnm	16857	16977
neg	16978	17099
gnm	17100	17480
pos	17481	17528
gnm	17529	17662
pos	17663	17733
gnm	17734	17798
pos	17799	17848
gnm	17849	18168
neg	18169	18295
gnm	18296	18592
pos	18593	18754
gnm	18755	18851
neg	18852	19065
gnm	19066	19635
pos	19636	19749
gnm	19750	20001
pos	20002	20233
gnm	20234	20420
pos	20421	20627
gnm	20628	20763
neg	20764	21172
gnm	21173	21254
pos	21255	21317
gnm	21318	21909
neg	21910	22076
gnm	22077	22201
neg	22202	22388
gnm	22389	22406
pos	22407	22529
gnm	22530	22746
neg	22747	22818
gnm	22819	22846
pos	22847	22935
gnm	22936	23835
pos	23836	23982
gnm	23983	24104
neg	24105	24193
gnm	24194	24283
pos	24284	24415
gnm	24416	24592
pos	24593	24841
gnm	24842	24975
neg	24976	25286
gnm	25287	25378
pos	25379	25496
gnm	25497	25561
neg	25562	25887
gnm	25888	25972
neg	25973	26119
gnm	26120	26249
pos	26250	26591
gnm	26592	27331
pos	27332	27450
gnm	27451	27646
neg	27647	28056
gnm	28057	28135
pos	28136	28184
gnm	28185	28317
neg	28318	28508
gnm	28509	28612
pos	28613	28668
gnm	28669	28866
pos	28867	28923
gnm	28924	29177
neg	29178	29272
gnm	29273	29363
neg	29364	29464
gnm	29465	29603
pos	29604	29676
gnm	29677	29802
neg	29803	29912
gnm	29913	30039
pos	30040	30122
gnm	30123	30288
neg	30289	30425
gnm	30426	30519
pos	30520	30591
gnm	30592	30732
pos	30733	30831
gnm	30832	31070
pos	31071	31169
gnm	31170	31334
neg	31335	31587
gnm	31588	31827
pos	31828	32017
gnm	32018	32208
pos	32209	32263
gnm	32264	32553
neg	32554	33715
gnm	33716	33815
pos	33816	33971
gnm	33972	34087
pos	34088	34214
gnm	34215	34584
neg	34585	34628
gnm	34629	34906
pos	34907	34980
gnm	34981	35098
neg	35099	35174
gnm	35175	35206
pos	35207	35399
gnm	35400	35716
pos	35717	35845
gnm	35846	35950
neg	35951	36029
gnm	36030	36096
pos	36097	36576
gnm	36577	36769
pos	36770	36968
gnm	36969	36989
pos	36990	37084
gnm	37085	37117
pos	37118	37256
gnm	37257	37548
pos	37549	37756
gnm	37757	37852
pos	37853	37936
gnm	37937	37949
neg	37950	38343
gnm	38344	38376
pos	38377	38425
gnm	38426	38475
neg	38476	38756
gnm	38757	39123
pos	39124	39204
gnm	39205	39539
pos	39540	39693
gnm	39694	39780
neg	39781	39909
gnm	39910	40131
pos	40132	40181
gnm	40182	40270
neg	40271	40481
gnm	40482	40766
neg	40767	40872
gnm	40873	41177
neg	41178	41332
gnm	41333	41821
pos	41822	41969
gnm	41970	42167
pos	42168	43097
gnm	43098	43293
pos	43294	43486
gnm	43487	43552
neg	43553	43665
gnm	43666	43834
neg	43835	43966
gnm	43967	44085
pos	44086	44138
gnm	44139	44224
neg	44225	44247
gnm	44248	44399
pos	44400	44474
gnm	44475	44593
pos	44594	44665
gnm	44666	44922
neg	44923	45387
gnm	45388	46669
pos	46670	46765
gnm	46766	46919
pos	46920	47021
gnm	47022	47114
pos	47115	47255
gnm	47256	47341
neg	47342	47458
gnm	47459	47553
neg	47554	47778
gnm	47779	48036
neg	48037	48085
gnm	48086	48168
pos	48169	48448
gnm	48449	48524
pos	48525	48801
gnm	48802	48816
neg	48817	48907
gnm	48908	48999
pos	49000	49225
gnm	49226	49364
neg	49365	49529
gnm	49530	49732
pos	49733	49872
gnm	49873	49915
neg	49916	50045
gnm	50046	50059
pos	50060	50160
gnm	50161	50478
pos	50479	50523
gnm	50524	50741
neg	50742	50833
gnm	50834	50938
pos	50939	51102
gnm	51103	51206
neg	51207	51310
gnm	51311	51971
neg	51972	52053
gnm	52054	52166
neg	52167	52284
gnm	52285	52383
pos	52384	52479
gnm	52480	52805
pos	52806	52922
gnm	52923	53156
pos	53157	53209
gnm	53210	53535
pos	53536	53812
gnm	53813	53880
pos	53881	53926
gnm	53927	54025
pos	54026	54129
gnm	54130	54285
neg	54286	54353
gnm	54354	54479
neg	54480	54564
gnm	54565	54650
pos	54651	54856
gnm	54857	55002
neg	55003	55193
gnm	55194	55482
pos	55483	55535
gnm	55536	55638
neg	55639	55895
gnm	55896	56017
pos	56018	56285
gnm	56286	56339
neg	56340	56509
gnm	56510	56590
pos	56591	56756
gnm	56757	56794
neg	56795	56888
gnm	56889	56927
pos	56928	56961
gnm	56962	57000
