gnm	3	6981
neg	6982	7104
gnm	7105	7457
neg	7458	8183
gnm	8184	8210
pos	8211	8864
gnm	8865	8881
neg	8882	8916
gnm	8917	9146
pos	9147	9433
gnm	9434	10512
neg	10513	10513
gnm	10514	10532
neg	10533	10541
gnm	10542	10542
neg	10543	10547
gnm	10548	10564
neg	10565	10581
gnm	10582	10582
neg	10583	10583
gnm	10584	10584
neg	10585	10639
gnm	10640	10640
neg	10641	11391
gnm	11392	11424
neg	11425	11443
gnm	11444	11470
neg	11471	11479
gnm	11480	13667
pos	13668	14082
gnm	14083	14127
pos	14128	14128
gnm	14129	14131
pos	14132	14132
gnm	14133	14133
pos	14134	14134
gnm	14135	14135
pos	14136	14138
gnm	14139	14181
pos	14182	15341
gnm	15342	19629
pos	19630	21073
gnm	21074	21939
neg	21940	22090
gnm	22091	22091
neg	22092	22092
gnm	22093	22139
neg	22140	23075
gnm	23076	24867
neg	24868	24872
gnm	24873	24873
neg	24874	24876
gnm	24877	24877
neg	24878	24880
gnm	24881	24881
neg	24882	24882
gnm	24883	25207
neg	25208	25284
gnm	25285	25379
neg	25380	25404
gnm	25405	25419
pos	25420	25870
gnm	25871	25923
pos	25924	26014
gnm	26015	26025
pos	26026	26040
gnm	26041	26051
pos	26052	26052
gnm	26053	26063
pos	26064	26068
gnm	26069	26071
pos	26072	26118
gnm	26119	26245
pos	26246	26603
gnm	26604	27652
neg	27653	28075
gnm	28076	28082
neg	28083	28083
gnm	28084	28084
neg	28085	28095
gnm	28096	28104
neg	28105	28107
gnm	28108	28384
neg	28385	28687
gnm	28688	31089
pos	31090	32184
gnm	32185	32185
pos	32186	32186
gnm	32187	32187
pos	32188	32188
gnm	32189	32189
pos	32190	32190
gnm	32191	32201
pos	32202	32204
gnm	32205	32205
pos	32206	32206
gnm	32207	32207
pos	32208	32218
gnm	32219	32219
pos	32220	32262
gnm	32263	32604
neg	32605	33792
gnm	33793	35783
pos	35784	35784
gnm	35785	36111
pos	36112	36961
gnm	36962	37105
neg	37106	37302
gnm	37303	37303
neg	37304	37306
gnm	37307	37311
neg	37312	37312
gnm	37313	37323
neg	37324	37324
gnm	37325	37383
neg	37384	37420
gnm	37421	37429
neg	37430	37440
gnm	37441	37443
neg	37444	37452
gnm	37453	37463
neg	37464	37482
gnm	37483	37511
neg	37512	37512
gnm	37513	37521
neg	37522	37524
gnm	37525	37525
neg	37526	37528
gnm	37529	37531
pos	37532	38622
gnm	38623	42268
pos	42269	43706
gnm	43707	44402
pos	44403	44471
gnm	44472	44590
pos	44591	44659
gnm	44660	47417
neg	47418	47456
gnm	47457	48192
pos	48193	48395
gnm	48396	48614
pos	48615	49527
gnm	49528	49666
pos	49667	49851
gnm	49852	49856
pos	49857	49867
gnm	49868	49878
pos	49879	49891
gnm	49892	49972
pos	49973	49973
gnm	49974	49976
pos	49977	50065
gnm	50066	50074
pos	50075	50075
gnm	50076	50076
pos	50077	50125
gnm	50126	51235
pos	51236	51292
gnm	51293	53874
pos	53875	53923
gnm	53924	54475
neg	54476	55083
gnm	55084	55959
neg	55960	57000
