gnm	5	7490
neg	7491	7895
gnm	7896	8110
neg	8111	8183
gnm	8184	8516
pos	8517	8541
gnm	8542	8666
pos	8667	8806
gnm	8807	8873
neg	8874	8916
gnm	8917	9146
neg	9147	9317
gnm	9318	9374
pos	9375	9433
gnm	9434	10582
neg	10583	10583
gnm	10584	10584
pos	10585	10675
gnm	10676	14662
neg	14663	14755
gnm	14756	14782
neg	14783	15007
gnm	15008	15124
neg	15125	15229
gnm	15230	20374
pos	20375	20625
gnm	20626	22139
neg	22140	22387
gnm	22388	22404
pos	22405	22505
gnm	22506	26245
pos	26246	26561
gnm	26562	30300
neg	30301	30423
gnm	30424	30516
neg	30517	30519
gnm	30520	30520
pos	30521	30565
gnm	30566	30570
neg	30571	30589
gnm	30590	30596
neg	30597	30597
gnm	30598	32219
pos	32220	32230
gnm	32231	32231
pos	32232	32232
gnm	32233	32247
pos	32248	32250
gnm	32251	32253
pos	32254	32254
gnm	32255	32255
pos	32256	32262
gnm	32263	32657
neg	32658	33564
gnm	33565	36276
pos	36277	36303
gnm	36304	36306
pos	36307	36433
gnm	36434	37610
pos	37611	38063
gnm	38064	42463
pos	42464	42594
gnm	42595	42603
pos	42604	42638
gnm	42639	44416
pos	44417	44471
gnm	44472	44584
pos	44585	44615
gnm	44616	48192
pos	48193	48367
gnm	48368	48368
pos	48369	48369
gnm	48370	48374
pos	48375	48397
gnm	48398	48616
pos	48617	48941
gnm	48942	48966
pos	48967	48987
gnm	48988	48990
pos	48991	49083
gnm	49084	49104
pos	49105	49231
gnm	49232	49508
pos	49509	49527
gnm	49528	57000
