gnm	1	1749
pos	1750	5706
gnm	5707	7453
pos	7454	9334
gnm	9335	9369
neg	9370	11479
gnm	11480	12298
neg	12299	12359
gnm	12360	12550
neg	12551	12603
gnm	12604	12628
neg	12629	12635
gnm	12636	12636
neg	12637	12641
gnm	12642	12642
neg	12643	12643
gnm	12644	12644
neg	12645	12649
gnm	12650	12650
neg	12651	12651
gnm	12652	12670
neg	12671	12987
gnm	12988	13324
pos	13325	17534
gnm	17535	17721
pos	17722	17732
gnm	17733	17733
pos	17734	17742
gnm	17743	17801
pos	17802	17832
gnm	17833	18367
pos	18368	23059
gnm	23060	24466
pos	24467	28663
gnm	28664	29566
pos	29567	29673
gnm	29674	29690
pos	29691	29713
gnm	29714	29818
neg	29819	30165
gnm	30166	30174
neg	30175	30185
gnm	30186	30300
neg	30301	34786
gnm	34787	35721
pos	35722	44101
gnm	44102	44102
neg	44103	45492
gnm	45493	47421
pos	47422	49929
gnm	49930	49991
neg	49992	51318
gnm	51319	53144
pos	53145	54419
gnm	54420	54443
neg	54444	57000
